event,fighter_name,opponent_name,weightclass,method,round,time,time_format,details,outcome
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich,Waldo Cortes-Acosta,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,Win
UFC Fight Night: Walker vs. Zhang,Waldo Cortes-Acosta,Sergei Pavlovich,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,Loss
UFC Fight Night: Walker vs. Zhang,Sumudaerji,Kevin Borjas,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,Win
UFC Fight Night: Walker vs. Zhang,Kevin Borjas,Sumudaerji,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,Loss
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji,Kiefer Crosbie,Welterweight Bout,KO/TKO,1,3:33,3 Rnd (5-5-5),Elbows to Head On Ground,Win
UFC Fight Night: Walker vs. Zhang,Kiefer Crosbie,Taiyilake Nueraji,Welterweight Bout,KO/TKO,1,3:33,3 Rnd (5-5-5),Elbows to Head On Ground,Loss
UFC Fight Night: Walker vs. Zhang,Maheshate,Gauge Young,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,Loss
UFC Fight Night: Walker vs. Zhang,Gauge Young,Maheshate,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,Win
UFC Fight Night: Walker vs. Zhang,Charles Johnson,Lone'er Kavanagh,Flyweight Bout,KO/TKO,2,4:35,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Walker vs. Zhang,Lone'er Kavanagh,Charles Johnson,Flyweight Bout,KO/TKO,2,4:35,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Walker vs. Zhang,Rongzhu,Austin Hubbard,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,Win
UFC Fight Night: Walker vs. Zhang,Austin Hubbard,Rongzhu,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,Loss
UFC Fight Night: Walker vs. Zhang,Michel Pereira,Kyle Daukaus,Middleweight Bout,KO/TKO,1,0:43,3 Rnd (5-5-5),Elbows to Head From Guard,Loss
UFC Fight Night: Walker vs. Zhang,Kyle Daukaus,Michel Pereira,Middleweight Bout,KO/TKO,1,0:43,3 Rnd (5-5-5),Elbows to Head From Guard,Win
UFC Fight Night: Walker vs. Zhang,Yizha,Westin Wilson,Featherweight Bout,KO/TKO,1,0:37,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Walker vs. Zhang,Westin Wilson,Yizha,Featherweight Bout,KO/TKO,1,0:37,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Walker vs. Zhang,Xiao Long,SuYoung You,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,Loss
UFC Fight Night: Walker vs. Zhang,SuYoung You,Xiao Long,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,Win
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev,Diyar Nurgozhay,Light Heavyweight Bout,Submission,1,2:45,3 Rnd (5-5-5),Ezekiel Choke From Guard,Win
UFC Fight Night: Walker vs. Zhang,Diyar Nurgozhay,Uran Satybaldiev,Light Heavyweight Bout,Submission,1,2:45,3 Rnd (5-5-5),Ezekiel Choke From Guard,Loss
UFC 319: Du Plessis vs. Chimaev,Dricus Du Plessis,Khamzat Chimaev,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,Loss
UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev,Dricus Du Plessis,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,Win
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy,Aaron Pico,Featherweight Bout,KO/TKO,1,3:21,3 Rnd (5-5-5),Spinning Back Elbow to Head At Distance,Win
UFC 319: Du Plessis vs. Chimaev,Aaron Pico,Lerone Murphy,Featherweight Bout,KO/TKO,1,3:21,3 Rnd (5-5-5),Spinning Back Elbow to Head At Distance,Loss
UFC 319: Du Plessis vs. Chimaev,Geoff Neal,Carlos Prates,Welterweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Spinning Back Elbow to Head At Distance,Loss
UFC 319: Du Plessis vs. Chimaev,Carlos Prates,Geoff Neal,Welterweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Spinning Back Elbow to Head At Distance,Win
UFC 319: Du Plessis vs. Chimaev,Jared Cannonier,Michael Page,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Loss
UFC 319: Du Plessis vs. Chimaev,Michael Page,Jared Cannonier,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Win
UFC 319: Du Plessis vs. Chimaev,Tim Elliott,Kai Asakura,Flyweight Bout,Submission,2,4:39,3 Rnd (5-5-5),Guillotine Choke From Mount,Win
UFC 319: Du Plessis vs. Chimaev,Kai Asakura,Tim Elliott,Flyweight Bout,Submission,2,4:39,3 Rnd (5-5-5),Guillotine Choke From Mount,Loss
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev,Eric Nolan,Middleweight Bout,Submission,2,2:01,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 319: Du Plessis vs. Chimaev,Eric Nolan,Baisangur Susurkaev,Middleweight Bout,Submission,2,2:01,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 319: Du Plessis vs. Chimaev,Gerald Meerschaert,Michal Oleksiejczuk,Middleweight Bout,KO/TKO,1,3:03,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk,Gerald Meerschaert,Middleweight Bout,KO/TKO,1,3:03,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 319: Du Plessis vs. Chimaev,Jessica Andrade,Loopy Godinez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,Loss
UFC 319: Du Plessis vs. Chimaev,Loopy Godinez,Jessica Andrade,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,Win
UFC 319: Du Plessis vs. Chimaev,Chase Hooper,Alexander Hernandez,Lightweight Bout,KO/TKO,1,4:58,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 319: Du Plessis vs. Chimaev,Alexander Hernandez,Chase Hooper,Lightweight Bout,KO/TKO,1,4:58,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 319: Du Plessis vs. Chimaev,Edson Barboza,Drakkar Klose,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Loss
UFC 319: Du Plessis vs. Chimaev,Drakkar Klose,Edson Barboza,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Win
UFC 319: Du Plessis vs. Chimaev,Karine Silva,Dione Barbosa,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,Win
UFC 319: Du Plessis vs. Chimaev,Dione Barbosa,Karine Silva,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,Loss
UFC 319: Du Plessis vs. Chimaev,Alibi Idiris,Joseph Morales,Ultimate Fighter 33 Flyweight Tournament Title Bout,Submission,2,3:04,3 Rnd + OT (5-5-5-5),Triangle Choke From Bottom Guard,Loss
UFC 319: Du Plessis vs. Chimaev,Joseph Morales,Alibi Idiris,Ultimate Fighter 33 Flyweight Tournament Title Bout,Submission,2,3:04,3 Rnd + OT (5-5-5-5),Triangle Choke From Bottom Guard,Win
UFC Fight Night: Dolidze vs. Hernandez,Roman Dolidze,Anthony Hernandez,Middleweight Bout,Submission,4,2:45,5 Rnd (5-5-5-5-5),Rear Naked Choke,Loss
UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez,Roman Dolidze,Middleweight Bout,Submission,4,2:45,5 Rnd (5-5-5-5-5),Rear Naked Choke,Win
UFC Fight Night: Dolidze vs. Hernandez,Steve Erceg,Ode Osbourne,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,Win
UFC Fight Night: Dolidze vs. Hernandez,Ode Osbourne,Steve Erceg,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Iasmin Lucindo,Angela Hill,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Sal D'amato 27 - 30.Ben Cartlidge 28 - 29.,Win
UFC Fight Night: Dolidze vs. Hernandez,Angela Hill,Iasmin Lucindo,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Sal D'amato 27 - 30.Ben Cartlidge 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Andre Fili,Christian Rodriguez,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Chris Lee 29 - 28.Anthony Maness 27 - 30.,Win
UFC Fight Night: Dolidze vs. Hernandez,Christian Rodriguez,Andre Fili,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Chris Lee 29 - 28.Anthony Maness 27 - 30.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Miles Johns,Jean Matsumoto,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ben Cartlidge 29 - 28.Sal D'amato 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Jean Matsumoto,Miles Johns,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ben Cartlidge 29 - 28.Sal D'amato 28 - 29.,Win
UFC Fight Night: Dolidze vs. Hernandez,Eryk Anders,Christian Leroy Duncan,Middleweight Bout,KO/TKO,1,3:53,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Hernandez,Christian Leroy Duncan,Eryk Anders,Middleweight Bout,KO/TKO,1,3:53,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Dolidze vs. Hernandez,Julius Walker,Rafael Cerqueira,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Anthony Maness 27 - 30.Ben Cartlidge 26 - 30.,Win
UFC Fight Night: Dolidze vs. Hernandez,Rafael Cerqueira,Julius Walker,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 27 - 30.Anthony Maness 27 - 30.Ben Cartlidge 26 - 30.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Elijah Smith,Toshiomi Kazama,Bantamweight Bout,KO/TKO,1,4:10,3 Rnd (5-5-5),Slam to On Ground,Win
UFC Fight Night: Dolidze vs. Hernandez,Toshiomi Kazama,Elijah Smith,Bantamweight Bout,KO/TKO,1,4:10,3 Rnd (5-5-5),Slam to On Ground,Loss
UFC Fight Night: Dolidze vs. Hernandez,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight Bout,KO/TKO,1,2:24,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dolidze vs. Hernandez,Priscila Cachoeira,Joselyne Edwards,Women's Bantamweight Bout,KO/TKO,1,2:24,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Hernandez,Uros Medic,Gilbert Urbina,Welterweight Bout,KO/TKO,1,1:03,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dolidze vs. Hernandez,Gilbert Urbina,Uros Medic,Welterweight Bout,KO/TKO,1,1:03,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Hernandez,Gabriella Fernandes,Julija Stoliarenko,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Junichiro Kamijo 27 - 30.Sal D'amato 28 - 29.Eric Colon 28 - 29.,Win
UFC Fight Night: Dolidze vs. Hernandez,Julija Stoliarenko,Gabriella Fernandes,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Junichiro Kamijo 27 - 30.Sal D'amato 28 - 29.Eric Colon 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Cody Brundage,Eric McConico,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Chris Lee 30 - 27.Tony Weeks 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Hernandez,Eric McConico,Cody Brundage,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.Chris Lee 30 - 27.Tony Weeks 28 - 29.,Win
UFC Fight Night: Taira vs. Park,Tatsuro Taira,HyunSung Park,Flyweight Bout,Submission,2,1:06,5 Rnd (5-5-5-5-5),Neck Crank From Back Control,Win
UFC Fight Night: Taira vs. Park,HyunSung Park,Tatsuro Taira,Flyweight Bout,Submission,2,1:06,5 Rnd (5-5-5-5-5),Neck Crank From Back Control,Loss
UFC Fight Night: Taira vs. Park,Mateusz Rebecki,Chris Duncan,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ron McCarthy 28 - 29.Junichiro Kamijo 27 - 30.,Loss
UFC Fight Night: Taira vs. Park,Chris Duncan,Mateusz Rebecki,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ron McCarthy 28 - 29.Junichiro Kamijo 27 - 30.,Win
UFC Fight Night: Taira vs. Park,Elves Brener,Esteban Ribovics,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 27 - 30.Rick Winter 27 - 30.,Loss
UFC Fight Night: Taira vs. Park,Esteban Ribovics,Elves Brener,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 27 - 30.Rick Winter 27 - 30.,Win
UFC Fight Night: Taira vs. Park,Karol Rosa,Nora Cornolle,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 26 - 30.Chris Lee 27 - 29.Ron McCarthy 27 - 29.,Win
UFC Fight Night: Taira vs. Park,Nora Cornolle,Karol Rosa,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 26 - 30.Chris Lee 27 - 29.Ron McCarthy 27 - 29.,Loss
UFC Fight Night: Taira vs. Park,Neil Magny,Elizeu Zaleski dos Santos,Welterweight Bout,KO/TKO,2,4:39,3 Rnd (5-5-5),Punches to Head From Back Control,Win
UFC Fight Night: Taira vs. Park,Elizeu Zaleski dos Santos,Neil Magny,Welterweight Bout,KO/TKO,2,4:39,3 Rnd (5-5-5),Punches to Head From Back Control,Loss
UFC Fight Night: Taira vs. Park,Danny Silva,Kevin Vallejos,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Mike Bell 27 - 30.Tony Weeks 27 - 30.,Loss
UFC Fight Night: Taira vs. Park,Kevin Vallejos,Danny Silva,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Mike Bell 27 - 30.Tony Weeks 27 - 30.,Win
UFC Fight Night: Taira vs. Park,Rinya Nakamura,Nathan Fletcher,Bantamweight Bout,KO/TKO,1,1:02,3 Rnd (5-5-5),Kick to Body At Distance,Win
UFC Fight Night: Taira vs. Park,Nathan Fletcher,Rinya Nakamura,Bantamweight Bout,KO/TKO,1,1:02,3 Rnd (5-5-5),Kick to Body At Distance,Loss
UFC Fight Night: Taira vs. Park,Rodolfo Vieira,Tresean Gore,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 28 - 29.Ron McCarthy 27 - 30.Rick Winter 27 - 30.,Win
UFC Fight Night: Taira vs. Park,Tresean Gore,Rodolfo Vieira,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Lee 28 - 29.Ron McCarthy 27 - 30.Rick Winter 27 - 30.,Loss
UFC Fight Night: Taira vs. Park,Nick Klein,Andrey Pulyaev,Middleweight Bout,KO/TKO,2,1:31,3 Rnd (5-5-5),Kick to Body At Distance,Loss
UFC Fight Night: Taira vs. Park,Andrey Pulyaev,Nick Klein,Middleweight Bout,KO/TKO,2,1:31,3 Rnd (5-5-5),Kick to Body At Distance,Win
UFC Fight Night: Taira vs. Park,Austin Bashi,John Yannis,Featherweight Bout,Submission,1,3:39,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC Fight Night: Taira vs. Park,John Yannis,Austin Bashi,Featherweight Bout,Submission,1,3:39,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC Fight Night: Taira vs. Park,Rafael Estevam,Felipe Bunes,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,Win
UFC Fight Night: Taira vs. Park,Felipe Bunes,Rafael Estevam,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,Loss
UFC Fight Night: Taira vs. Park,Piera Rodriguez,Ketlen Souza,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 29 - 28.Sal D'amato 28 - 29.,Win
UFC Fight Night: Taira vs. Park,Ketlen Souza,Piera Rodriguez,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 29 - 28.Sal D'amato 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Robert Whittaker,Reinier de Ridder,Middleweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Ben Cartlidge 47 - 48.Mike Bell 48 - 47.David Lethaby 47 - 48.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Reinier de Ridder,Robert Whittaker,Middleweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Ben Cartlidge 47 - 48.Mike Bell 48 - 47.David Lethaby 47 - 48.,Win
UFC Fight Night: Whittaker vs. De Ridder,Petr Yan,Marcus McGhee,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Sal D'amato 28 - 29.Clemens Werner 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Marcus McGhee,Petr Yan,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Sal D'amato 28 - 29.Clemens Werner 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Shara Magomedov,Marc-Andre Barriault,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 27 - 30.Mark Collett 27 - 30.Anders Ohlsson 27 - 30.,Win
UFC Fight Night: Whittaker vs. De Ridder,Marc-Andre Barriault,Shara Magomedov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 27 - 30.Mark Collett 27 - 30.Anders Ohlsson 27 - 30.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev,Jose Ochoa,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lethaby 27 - 30.Clemens Werner 27 - 30.Mark Collett 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Jose Ochoa,Asu Almabayev,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Lethaby 27 - 30.Clemens Werner 27 - 30.Mark Collett 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Nikita Krylov,Bogdan Guskov,Light Heavyweight Bout,KO/TKO,1,4:18,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Fight Night: Whittaker vs. De Ridder,Bogdan Guskov,Nikita Krylov,Light Heavyweight Bout,KO/TKO,1,4:18,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Fight Night: Whittaker vs. De Ridder,Bryce Mitchell,Said Nurmagomedov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Said Nurmagomedov,Bryce Mitchell,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ben Cartlidge 28 - 29.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Muslim Salikhov,Carlos Leal,Welterweight Bout,KO/TKO,1,0:42,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Whittaker vs. De Ridder,Carlos Leal,Muslim Salikhov,Welterweight Bout,KO/TKO,1,0:42,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant,Da'Mon Blackshear,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Collett 28 - 29.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Da'Mon Blackshear,Davey Grant,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Collett 28 - 29.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Amanda Ribas,Tabatha Ricci,Women's Strawweight Bout,KO/TKO,2,2:59,3 Rnd (5-5-5),Elbow to Head In Clinch,Loss
UFC Fight Night: Whittaker vs. De Ridder,Tabatha Ricci,Amanda Ribas,Women's Strawweight Bout,KO/TKO,2,2:59,3 Rnd (5-5-5),Elbow to Head In Clinch,Win
UFC Fight Night: Whittaker vs. De Ridder,Ibo Aslan,Billy Elekana,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Collett 27 - 30.Anders Ohlsson 27 - 30.Ben Cartlidge 28 - 29.,Loss
UFC Fight Night: Whittaker vs. De Ridder,Billy Elekana,Ibo Aslan,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Collett 27 - 30.Anders Ohlsson 27 - 30.Ben Cartlidge 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Mohammad Yahya,Steven Nguyen,Featherweight Bout,KO/TKO,2,5:00,3 Rnd (5-5-5),toReferee Stoppage,Loss
UFC Fight Night: Whittaker vs. De Ridder,Steven Nguyen,Mohammad Yahya,Featherweight Bout,KO/TKO,2,5:00,3 Rnd (5-5-5),toReferee Stoppage,Win
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday,Marcus Buchecha,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.,Win
UFC Fight Night: Whittaker vs. De Ridder,Marcus Buchecha,Martin Buday,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.,Loss
UFC 318: Holloway vs. Poirier 3,Max Holloway,Dustin Poirier,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 47 - 48.Sal D'amato 46 - 49.Eric Colon 46 - 49.,Win
UFC 318: Holloway vs. Poirier 3,Dustin Poirier,Max Holloway,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 47 - 48.Sal D'amato 46 - 49.Eric Colon 46 - 49.,Loss
UFC 318: Holloway vs. Poirier 3,Paulo Costa,Roman Kopylov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 27 - 30.Eric Colon 27 - 30.Chris Lee 28 - 29.,Win
UFC 318: Holloway vs. Poirier 3,Roman Kopylov,Paulo Costa,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 27 - 30.Eric Colon 27 - 30.Chris Lee 28 - 29.,Loss
UFC 318: Holloway vs. Poirier 3,Kevin Holland,Daniel Rodriguez,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,Loss
UFC 318: Holloway vs. Poirier 3,Daniel Rodriguez,Kevin Holland,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,Win
UFC 318: Holloway vs. Poirier 3,Dan Ige,Patricio Freire,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Loss
UFC 318: Holloway vs. Poirier 3,Patricio Freire,Dan Ige,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Win
UFC 318: Holloway vs. Poirier 3,Michael Johnson,Daniel Zellhuber,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,Win
UFC 318: Holloway vs. Poirier 3,Daniel Zellhuber,Michael Johnson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,Loss
